Game Name,Version,Repository,Short Description,Description,Tags,Homepage,Category,Interface,Tracker Info,Screenshots,Score,Notes
cataclysm-dda-curses,0.C+git20190228.faafa3a-2,main,post-apocalyptic roguelike game - curses interface,"post-apocalyptic roguelike game - curses interface,,
Cataclysm: Dark Days Ahead is a roguelike set in a post-apocalyptic world.,,
,,
While some have described it as a ""zombie game"", there's far more to Cataclysm than that. Struggle to survive in a harsh, persistent, procedurally generated world. Scavenge the remnants of a dead civilization for food, equipment, or, if you're lucky, a vehicle with a full tank of gas to get you the hell out of Dodge. Fight to defeat or escape from a wide variety of powerful monstrosities, from zombies to giant insects to killer robots and things far stranger and deadlier, and against the others like yourself, that want what you have...,,
,,
This package contains the text-only ncurses-based interface.","implemented-in::c++, role::program, uitoolkit::ncurses, use::gameplaying",https://cataclysmdda.org/,rpg,commandline,https://tracker.debian.org/pkg/cataclysm-dda-curses,https://screenshots.debian.net/package/cataclysm-dda-curses,,nan
cataclysm-dda-sdl,0.C+git20190228.faafa3a-2,main,post-apocalyptic roguelike game - SDL interface,"post-apocalyptic roguelike game - SDL interface,,
Cataclysm: Dark Days Ahead is a roguelike set in a post-apocalyptic world.,,
,,
While some have described it as a ""zombie game"", there's far more to Cataclysm than that. Struggle to survive in a harsh, persistent, procedurally generated world. Scavenge the remnants of a dead civilization for food, equipment, or, if you're lucky, a vehicle with a full tank of gas to get you the hell out of Dodge. Fight to defeat or escape from a wide variety of powerful monstrosities, from zombies to giant insects to killer robots and things far stranger and deadlier, and against the others like yourself, that want what you have...,,
,,
This package contains the graphical SDL2-based interface.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://cataclysmdda.org/,rpg,graphical,https://tracker.debian.org/pkg/cataclysm-dda-sdl,https://screenshots.debian.net/package/cataclysm-dda-sdl,,nan
caveexpress,2.4+git20160609-4+b1,main,2D platformer with physics-based gameplay,"2D platformer with physics-based gameplay,,
CaveExpress is a classic 2D platformer with physics-based gameplay and dozens of levels. Master your pedal-powered flying machine to pick up packages from your cave-dwelling clients and drop them off at the collection point.,,
,,
But beware! Mighty mastodons, terrifying pterodactyls and others would rather see you extinct.","uitoolkit::ncurses, uitoolkit::sdl",http://www.caveproductions.org,,,https://tracker.debian.org/pkg/caveexpress,https://screenshots.debian.net/package/caveexpress,,nan
cavepacker,2.4+git20160609-4+b1,main,sokoban game with network based multiplayer gaming,"sokoban game with network based multiplayer gaming,,
CavePacker is a sokoban game. It is a puzzle game where you have to move the packages onto their targets without getting stuck. The lesser steps you made for solving a level, the better. You may only push but not pull packages.","uitoolkit::ncurses, uitoolkit::sdl",http://www.caveproductions.org,,,https://tracker.debian.org/pkg/cavepacker,https://screenshots.debian.net/package/cavepacker,,nan
cavezofphear,0.5.1-1+b3,main,ASCII Boulder Dash clone,"ASCII Boulder Dash clone,,
A Boulder Dash game clone for your favorite terminal. You are trapped in the CAVEZ of PHEAR, your mission is to escape through all the caves and make it out alive. To escape through a cave you will have to find all the diamonds located in it. Once you've found all the diamonds, their powers combined will help you get to the next cave, one step closer to freedom.","implemented-in::c, role::program, uitoolkit::ncurses, use::gameplaying, x11::application",http://www.x86.no/cavezofphear/,puzzle,"commandline, graphical",https://tracker.debian.org/pkg/cavezofphear,https://screenshots.debian.net/package/cavezofphear,2.0,The homepage not longer exists
ceferino,0.97.8+svn37-2+b1,main,action game similar to Super Pang,"action game similar to Super Pang,,
A game similar to 'Super Pang'. You are attacked by little green balls which are bouncing around and which you have to destroy with your knife. Your knife however is limited to being thrown upwards, thus you have to get under the balls to destroy them. Even worse, if you destroy a large ball, it doesn't just vanish, but breaks apart into two smaller balls. Levels consist of little platforms connected by ladders, so you can go up and down or find cover if needed.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.losersjuegos.com.ar/juegos/ceferino,arcade,graphical,https://tracker.debian.org/pkg/ceferino,https://screenshots.debian.net/package/ceferino,,nan
cgoban,1.9.14-18+b1,main,complete Go board,"complete Go board,,
CGoban (Complete Goban) is a computerized board on which you can play the game of Go against another player, view and edit smart-go files, and connect to Go servers on the internet. It can also interface with computer Go programs such as GNU Go that speak the Go modem protocol. Some sort of image converter is needed if you wish to use the utility provided to capture ""screen shots"" of a CGoban game.,,
,,
Go is an ancient game originated from China, with a definite history of over 3000 years, although there are historians who say that the game was invented more than 4000 years ago. The Chinese call the game Weiqi, other names for Go include Baduk (Korean), Igo (Japanese), and Goe (Taiwanese).,,
,,
In this game, each player tries to exert more influence on territory than her opponent, using threats of death, capture, or isolation. It is, therefore, a symbolic representation of the relationships between nations. Go is getting increasingly popular around the world, especially in Asian, European and American countries, with many worldwide competitions being held.,,
,,
The game of Go is played on a board. The Go set is comprised of the board, together with 181 black and 180 white stones. The standard board has 19 lines by 19 lines, but 13x13 and 9x9 boards can also be used. However, the 9x9 and 13x13 boards are usually for beginners; more advanced players would prefer the traditional 19x19 board.,,
,,
Compared to International Chess and Chinese Chess, Go has far fewer rules. Yet this allowed for all sorts of moves to be played, so Go can be a more intellectually challenging game than the other two types of Chess. Nonetheless, Go is not a difficult game to learn, so have a fun time playing the game with your friends.,,
,,
(adopted from http://senseis.xmp.net/?WhatIsGo)","field::TODO, implemented-in::c, network::client, role::program, uitoolkit::xlib, use::editing, use::gameplaying, use::learning, use::viewing, x11::application",http://cgoban1.sourceforge.net/,board,graphical,https://tracker.debian.org/pkg/cgoban,https://screenshots.debian.net/package/cgoban,,nan
chessx,1.4.6-2,main,chess database,"chess database,,
With ChessX you can operate your collection of chess games in many ways: browse, edit, add, organize, analyze, etc.,,
,,
Current features:,,
* Multi-platform. Supports Windows, Linux and Mac OS X.,,
* Load and save PGN files.,,
* Work with multiple databases simultaneously.,,
* Browse games, including variations.,,
* Enter moves, variations and comments.,,
* Setup board, copy/paste FEN.,,
* Search header (click on columns in game list header).,,
* Display opening tree for the current position.,,
* Analyze using UCI and Winboard/XBoard chess engines.,,
* Observe and play games on FICS.","role::program, uitoolkit::qt, x11::application",http://chessx.sourceforge.net/,,graphical,https://tracker.debian.org/pkg/chessx,https://screenshots.debian.net/package/chessx,,nan
childsplay,3.3-2,main,Suite of educational games for young children,,,,,,https://tracker.debian.org/pkg/childsplay,https://screenshots.debian.net/package/childsplay,,nan
chipw,2.0.6-1.2+b2,main,custom level editor for TileWorld / Chip's Challenge™,,,,,,https://tracker.debian.org/pkg/chipw,https://screenshots.debian.net/package/chipw,,nan
chocolate-doom,3.0.0-4+deb10u1,main,Doom engines closely-compatible with Vanilla Doom,"Doom engines closely-compatible with Vanilla Doom,,
Chocolate Doom aims to accurately reproduce the original DOS version of Doom and other games based on the Doom engine in a form that can be run on modern computers. Unlike most modern Doom engines, Chocolate Doom is not derived from the Boom source port and does not inherit its features (or bugs).,,
,,
This package contains:,,
* Chocolate Doom, a port of Id Software's ""Doom"" (1993),,
* Chocolate Heretic, a port of Raven Software's ""Heretic"" (1994),,
* Chocolate Hexen, a port of Raven Software's ""Hexen"" (1995),,
* Chocolate Strife, a recreation of Rogue Entertainment's ""Strife"" (1996),,
,,
These games are designed to behave as similar to the original DOS version as is possible.,,
,,
Chocolate Doom supports all flavors of Doom, including The Ultimate Doom, Doom 2 and Final Doom as well as Chex(R) Quest, HacX, Freedoom: Phase 1 and Phase 2 and FreeDM.,,
,,
All Chocolate game engines require game data to play. For Chocolate Doom, free game data is available in the freedoom package. Commercial game data for all four engines can be packaged using ""game-data-packager"".","implemented-in::c, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://www.chocolate-doom.org,fps,"graphical, 3d",https://tracker.debian.org/pkg/chocolate-doom,https://screenshots.debian.net/package/chocolate-doom,3.0,a doom emulator
chromium-bsu,0.9.16.1-2,main,"fast paced, arcade-style, scrolling space shooter","fast paced, arcade-style, scrolling space shooter,,
Chromium is a top down fast paced high action scrolling space shooter.,,
,,
In this game you are the captain of the cargo ship Chromium B.S.U. and are responsible for delivering supplies to the troops on the front line. Your ship has a small fleet of robotic fighters which you control from the relative safety of the Chromium vessel.","implemented-in::c++, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://chromium-bsu.sourceforge.net/,arcade,graphical,https://tracker.debian.org/pkg/chromium-bsu,https://screenshots.debian.net/package/chromium-bsu,,nan
circuslinux,1.0.3-34,main,Clowns are trying to pop balloons to score points!,"Clowns are trying to pop balloons to score points!,,
""Circus Linux!"" is based on the Atari 2600 game ""Circus Atari"" by Atari, released in 1980. Gameplay is similar to ""Breakout"" and ""Arkanoid"" - you slide a device left and right to bounce objects into the air which destroy a wall.","junior::arcade, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.newbreedsoftware.com/circus-linux/,arcade,graphical,https://tracker.debian.org/pkg/circuslinux,https://screenshots.debian.net/package/circuslinux,,nan
colobot,0.1.11.1-6,main,educational programming strategy game,"educational programming strategy game,,
Colobot (Colonize with Bots) is an educational game aiming to teach programming through entertainment. You are playing as an astronaut on a journey with robot helpers to find a planet for colonization. It features 3D real-time graphics and a C++ and Java-like, object-oriented language, CBOT, which can be used to program the robots available in the game.",uitoolkit::sdl,https://colobot.info,,,https://tracker.debian.org/pkg/colobot,https://screenshots.debian.net/package/colobot,,nan
colorcode,0.8.5-2,main,advanced clone of the MasterMind code-breaking game,"advanced clone of the MasterMind code-breaking game,,
ColorCode is an advanced MasterMind code-breaking game clone. The program accepts setting the number of slots (from 2 to 5), the number of colors (from 2 to 10) and setting if colors might be repeated in the secret code (doubles allowed or not).  The game has 5 built-in levels, from level 1 (beginner: 2 slots and 2 colors, with doubles allowed) to level 5 (hard: 5 slots and 10 colors, with doubles allowed). ColorCode can make guesses in place of the user.","implemented-in::c++, role::program, uitoolkit::qt, use::gameplaying, x11::application",http://colorcode.laebisch.com/,board,graphical,https://tracker.debian.org/pkg/colorcode,https://screenshots.debian.net/package/colorcode,,nan
colossal-cave-adventure,1.4-1,main,Colossal Cave Adventure game,"Colossal Cave Adventure game,,
Explore Colossal Cave, where others have found fortunes in treasure and gold, though it is rumored that some who enter are never seen again.,,
,,
Colossal Cave Adventure (originally named “ADVENT” or “Adventure”) is the seminal text adventure game, written by Will Crowther and Don Woods.,,
,,
This is a re-implementation of the “350-point” version, using the same game content from the PDP-10 source code of the late 1970s.,,
,,
It uses the original text exactly, and emits responses slow enough to read as the contemporary terminal interfaces did.",,https://github.com/brandon-rhodes/python-adventure/,,,https://tracker.debian.org/pkg/colossal-cave-adventure,https://screenshots.debian.net/package/colossal-cave-adventure,,nan
connectagram,1.2.9-2,main,word unscrambling game,"word unscrambling game,,
The board consists of several scrambled words that are joined together. You can choose the length of the words, the amount of words, and the pattern that the words are arranged in. The game provides a hint option for times when you are stuck.","implemented-in::c++, role::program, uitoolkit::qt, use::gameplaying, x11::application",https://gottcode.org/connectagram/,puzzle,graphical,https://tracker.debian.org/pkg/connectagram,https://screenshots.debian.net/package/connectagram,,nan
cookietool,2.5-6+b1,main,suite of programs to help maintain a fortune database,"suite of programs to help maintain a fortune database,,
The ''cookietool'' itself eliminates duplicate entries, sorts cookies alphabetically or by size if you wish. The ''cdbsplit'' tool extracts parts of the database to a separate file, by keyword, by size, by number, or as groups of 'similar' cookies.","implemented-in::c, role::program, scope::utility, use::organizing, works-with::db, works-with::text",ftp://ftp.aminet.net/util/misc/cookietool.readme,,commandline,https://tracker.debian.org/pkg/cookietool,https://screenshots.debian.net/package/cookietool,,nan
corsix-th,0.62-2,contrib,Open source clone of Theme Hospital,"Open source clone of Theme Hospital,,
Theme Hospital was a simulation computer game developed by Bullfrog Productions and published by Electronic Arts in 1997, in which the player designs and operates a hospital.,,
,,
The game currently requires the original graphics and tries to mimic the original as closely as possible. Therefore you will need a copy of the original game for this package to be useful.","implemented-in::c++, implemented-in::lua, privacy::non-free-addons, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://corsixth.com,simulation,"graphical, 3d",https://tracker.debian.org/pkg/corsix-th,https://screenshots.debian.net/package/corsix-th,,nan
cowsay,3.03+dfsg2-6,main,configurable talking cow,"configurable talking cow,,
Cowsay (or cowthink) will turn text into happy ASCII cows, with speech (or thought) balloons. If you don't like cows, ASCII art is available to replace it with some other creatures (Tux, the BSD daemon, dragons, and a plethora of animals, from a turkey to an elephant in a snake).","implemented-in::perl, role::program, use::entertaining, works-with::text",https://web.archive.org/web/20120527202447/http://www.nog.net/~tony/warez/cowsay.shtml,toys,commandline,https://tracker.debian.org/pkg/cowsay,https://screenshots.debian.net/package/cowsay,,nan
cowsay-off,3.03+dfsg2-6,main,configurable talking cow (offensive cows),"configurable talking cow (offensive cows),,
Cowsay (or cowthink) will turn text into happy ASCII cows, with speech (or thought) balloons. If you don't like cows, ASCII art is available to replace it with some other creatures (Tux, the BSD daemon, dragons, and a plethora of animals, from a turkey to an elephant in a snake).,,
,,
This package contains cows which some may consider to be offensive. Please do not install this package if you or your users are easily offended.",,https://web.archive.org/web/20120527202447/http://www.nog.net/~tony/warez/cowsay.shtml,,,https://tracker.debian.org/pkg/cowsay-off,https://screenshots.debian.net/package/cowsay-off,0.0,addon
crack-attack,1.1.14-9.1+b2,main,multiplayer OpenGL puzzle game like Tetris Attack,"multiplayer OpenGL puzzle game like ""Tetris Attack"",,
Crack Attack is an OpenGL puzzle game similar to the Super Nintendo game ""Tetris Attack"".  Slowly, your stack of colored blocks grows from the bottom, and you've got to make sure it never reaches the top. If it does, you lose. To eliminate blocks from the stack, line up at least three of one color, horizontally or vertically. Once you do, those blocks disappear, and put off slightly your inevitable demise.,,
,,
Crack Attack is very slow without hardware acceleration.  For Xorg users, this means you want DRI.,,
,,
More information can be found at http://www.nongnu.org/crack-attack/","hardware::opengl, implemented-in::c++, network::client, network::server, role::program, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",https://www.nongnu.org/crack-attack/,tetris,"graphical, 3d",https://tracker.debian.org/pkg/crack-attack,https://screenshots.debian.net/package/crack-attack,,nan
crafty,23.4-7,non-free,"state-of-the-art chess engine, compatible with xboard","state-of-the-art chess engine, compatible with xboard,,
Crafty is the strong chess program played on ICC. It uses all of the search algorithms you have probably read about and performs better than gnu-chess in most positions. It has a reasonable set of features to use, and offers a great starting point to try your own new search extensions.","implemented-in::c, role::program, use::gameplaying",,board,commandline,https://tracker.debian.org/pkg/crafty,https://screenshots.debian.net/package/crafty,,nan
crafty-bitmaps,1.0-1,contrib,bitmap images for crafty chess game annotation mode,"bitmap images for crafty chess game annotation mode,,
crafty is able to annotate PGN (Portable Game Notation) format chess games. This annotaion mode produces output in HTML-format and needs graphics to be user viewable. This package provides these graphics.",,,,,https://tracker.debian.org/pkg/crafty-bitmaps,https://screenshots.debian.net/package/crafty-bitmaps,0.0,not a lot of info
crafty-books-medium,1.0.debian1-2,contrib,Medium size opening books for the crafty chess engine,"Medium size opening books for the crafty chess engine,,
Opening books that crafty use to evaluate the position during the game. This is the medium version, occupying 4MB and containing +7500 games computed until the 60th ply.","role::app-data, role::program, use::gameplaying",,board,,https://tracker.debian.org/pkg/crafty-books-medium,https://screenshots.debian.net/package/crafty-books-medium,0.0,addon
crafty-books-medtosmall,1.0.debian1-2,contrib,Medium-to-small size opening books for crafty chess engine,"Medium-to-small size opening books for crafty chess engine,,
Opening books that crafty use to evaluate the position during the game. This is the medium-to-small version, occupying 4MB and containing +7500 games computed until the 60th ply.","role::app-data, role::program, use::gameplaying",,board,,https://tracker.debian.org/pkg/crafty-books-medtosmall,https://screenshots.debian.net/package/crafty-books-medtosmall,0.0,addon
crafty-books-small,1.0.debian1-2,contrib,Small-size opening books for crafty chess engine,"Small-size opening books for crafty chess engine,,
Opening books that crafty use to evaluate the position during the game. This is the small version, occupying 1MB and containing +4500 games computed until the 60th ply.","role::app-data, role::program, use::gameplaying",,board,,https://tracker.debian.org/pkg/crafty-books-small,https://screenshots.debian.net/package/crafty-books-small,0.0,addon
crawl,2:0.23.0-1,main,"Dungeon Crawl, a text-based roguelike game","Dungeon Crawl, a text-based roguelike game,,
Crawl is a fun game in the grand tradition of games like Rogue, Hack, and Moria. Your objective is to travel deep into a subterranean cave complex and retrieve the Orb of Zot, which is guarded by many horrible and hideous creatures.,,
,,
This is the console version. For tiles, use crawl-tiles instead.,,
,,
This is the Stone Soup version of Dungeon Crawl.","implemented-in::c++, implemented-in::lua, role::program, uitoolkit::ncurses, use::gameplaying, x11::application",http://crawl.develz.org/,rpg,"commandline, graphical",https://tracker.debian.org/pkg/crawl,https://screenshots.debian.net/package/crawl,,nan
crawl-tiles,2:0.23.0-1,main,"Dungeon Crawl, a roguelike game, tiles version","Dungeon Crawl, a roguelike game, tiles version,,
Crawl is a fun game in the grand tradition of games like Rogue, Hack, and Moria. Your objective is to travel deep into a subterranean cave complex and retrieve the Orb of Zot, which is guarded by many horrible and hideous creatures.,,
,,
This is the graphical (tiles) version.,,
,,
This is the Stone Soup version of Dungeon Crawl.","implemented-in::c++, implemented-in::lua, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://crawl.develz.org/,rpg,graphical,https://tracker.debian.org/pkg/crawl-tiles,https://screenshots.debian.net/package/crawl-tiles,0.0,addon
crimson,0.5.2-1.1+b1,main,hex-based tactical game,"hex-based tactical game,,
Crimson Fields is a hex-based tactical war game in the tradition of Battle Isle (tm). Two players command their units on a map of hexagons, trying to accomplish mission objectives ranging from defending important locations to simply destroying all enemy forces. The game can either be played in 'hot seat' mode, via email, or against the computer. Tools are available to create custom maps and campaigns. You can also play the original Battle Isle maps if you have a copy of the game.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://crimson.seul.org/,strategy,graphical,https://tracker.debian.org/pkg/crimson,https://screenshots.debian.net/package/crimson,4.0,clone og a other old game
crispy-doom,5.4-3,main,Limit-raising medium-resolution Doom engine based on Chocolate Doom,"Limit-raising medium-resolution Doom engine based on Chocolate Doom,,
Crispy Doom is a friendly fork of Chocolate Doom that provides a higher display resolution, removes the static limits of the Doom engine and offers further optional visual, tactical and physical enhancements while remaining entirely config file, savegame, netplay and demo compatible with the original.",uitoolkit::sdl,https://fabiangreffrath.github.io/crispy-homepage,,,https://tracker.debian.org/pkg/crispy-doom,https://screenshots.debian.net/package/crispy-doom,,nan
criticalmass,1:1.0.0-6,main,Shoot-em-up a la galaxian,"Shoot-em-up a la galaxian,,
criticalmass, aka critter, is a shoot-'em-up in the style of Galaxian with very colorful and smooth graphics (provided that you have 3d acceleration),,
,,
Note: criticalmass uses OpenGL, and will probably not run well if you do not have a 3d accelerator which is supported by X.","hardware::opengl, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://sourceforge.net/projects/criticalmass/,arcade,"graphical, 3d",https://tracker.debian.org/pkg/criticalmass,https://screenshots.debian.net/package/criticalmass,,nan
crossfire-client,1.73.0-1,main,Client for the multiplayer roguelike Crossfire,"Client for the multiplayer roguelike Crossfire,,
Crossfire is a free, open-source, cooperative multi-player RPG and adventure game. Since its initial release, Crossfire has grown to encompass over 150 monsters, 3000 areas to explore, an elaborate magic system, 13 races, 15 character classes, and many powerful artifacts scattered far and wide. Set in a fantastical medieval world, it blends the style of Gauntlet, NetHack, Moria, and Angband.,,
,,
To play the game you'll need to have access to a local or remote server.","implemented-in::c, network::client, role::program, scope::application, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",https://crossfire.real-time.com/,rpg,graphical,https://tracker.debian.org/pkg/crossfire-client,https://screenshots.debian.net/package/crossfire-client,2.0,"another rouge like, but this one seems better"
crossfire-client-images,1.70.0-1,main,Base crossfire-client images,"Base crossfire-client images,,
To decrease bandwidth used when actually playing the sounds, it is suggested you download the image archive and install it.","made-of::icons, role::app-data",,,,https://tracker.debian.org/pkg/crossfire-client-images,https://screenshots.debian.net/package/crossfire-client-images,,nan
crossfire-maps,1.71.0-1,main,Standard set of maps for crossfire,"Standard set of maps for crossfire,,
Maps for use with crossfire-server.,,
,,
You don't need this package if you are running only the client.,,
,,
Note that installing maps will restart crossfire-server, if it is installed and running.",role::app-data,http://crossfire.real-time.com/,,,https://tracker.debian.org/pkg/crossfire-maps,https://screenshots.debian.net/package/crossfire-maps,,nan
crossfire-maps-small,1.5.0-3,main,Small set of maps for crossfire,,,,,,https://tracker.debian.org/pkg/crossfire-maps-small,https://screenshots.debian.net/package/crossfire-maps-small,0.0,addon
crrcsim,0.9.13-3.1,main,Model-Airplane Flight Simulator,"Model-Airplane Flight Simulator,,
Is a model-airplane flight simulation program. Using it, you can learn how to fly model aircraft, test new aircraft designs, and improve your skills by practicing on your computer.",uitoolkit::sdl,http://crrcsim.berlios.de,,,https://tracker.debian.org/pkg/crrcsim,https://screenshots.debian.net/package/crrcsim,,nan
csmash,0.6.6-6.8+b1,main,"CannonSmash, a table tennis simulation game","CannonSmash, a table tennis simulation game,,
CannonSmash is a funny 3D table tennis game. It takes a while to get your hand at ease with the mouse+keyboard manipulations. But once you're used to the technique, you can feel like playing a real game. It is playable against the computer or through a network.,,
,,
Since csmash relies on OpenGL-compatible rendering, it is best experienced with a 3D accelerator card, although software rendering in wireframe mode should be sustainable.","hardware::opengl, network::client, network::server, role::program, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",http://cannonsmash.sourceforge.net,sport,"graphical, 3d",https://tracker.debian.org/pkg/csmash,https://screenshots.debian.net/package/csmash,,nan
csmash-demosong,1.4+nmu1,main,Demo song for CannonSmash,"Demo song for CannonSmash,,
This is the demo song for CannonSmash. If csmash detects the presence of this song during its startup, it will present you a demonstration of the game with a nice musical background.,,
,,
Composed by Hideaki Tanabe","role::app-data, role::program, uitoolkit::gtk, uitoolkit::sdl, use::gameplaying, x11::application",http://cannonsmash.sourceforge.net/,arcade,"graphical, 3d",https://tracker.debian.org/pkg/csmash-demosong,https://screenshots.debian.net/package/csmash-demosong,0.0,addon
cube2,0.0.20130404+dfsg-1,main,3D first-person shooter game engine,"3D first-person shooter game engine,,
Cube2 is a networked 3D first-person shooter game engine. It supports modern graphic effects and conveys a sense of fast-paced oldschool gameplay.,,
,,
The game client also works as the map editor. It is even possible to create and edit a map together with other people over a network connection.,,
,,
The effects of Cube2 might be considered unsuitable for children.,,
,,
This package installs the game client and map editor of the Cube2 engine. You need to install a content package like cube2-data if you want to play a game.","role::program, uitoolkit::sdl, x11::application",http://cubeengine.com,,graphical,https://tracker.debian.org/pkg/cube2,https://screenshots.debian.net/package/cube2,,nan
cultivation,9+dfsg1-2+b1,main,game about the interactions within a gardening community,"game about the interactions within a gardening community,,
Cultivation is a game about a community of gardeners growing food for themselves in a shared space.,,
,,
Cultivation is quite different from most other games. It is a social simulation, and the primary form of conflict is over land and plant resources. There is no shooting, but there are plenty of angry looks. It is also an evolution simulation. Within the world of Cultivation, you can explore a virtually infinite spectrum of different plant and gardener varieties.","field::biology, hardware::opengl, implemented-in::c++, role::program, uitoolkit::TODO, use::gameplaying, use::learning, x11::application",http://cultivation.sourceforge.net/,simulation,graphical,https://tracker.debian.org/pkg/cultivation,https://screenshots.debian.net/package/cultivation,,nan
curseofwar,1.1.8-3+b3,main,Fast-paced action strategy game for Linux based on ncurses,"Fast-paced  action  strategy  game for Linux based on ncurses,,
Unlike  most  RTS,  you  are  not  controlling units, but focus on high-level strategic  planning:  Building infrastructure, securing resources, and moving your  armies. The core game mechanics turns out to be quite close to WWI-WWII type   of   warfare,   however,   there  is  no  explicit  reference  to  any historical period.","role::program, uitoolkit::ncurses, use::gameplaying",https://github.com/a-nikolaev/curseofwar/wiki,strategy,commandline,https://tracker.debian.org/pkg/curseofwar,https://screenshots.debian.net/package/curseofwar,,nan
cutemaze,1.2.4-1,main,single player maze game,"single player maze game,,
CuteMaze is a simple, top-down game in which mazes are randomly generated using one of a choice of several different algorithms. You move the character through the maze while hunting for targets (cheese, by default) - the game is won once all of these targets have been picked up.","role::program, uitoolkit::qt, x11::application",https://gottcode.org/cutemaze/,,graphical,https://tracker.debian.org/pkg/cutemaze,https://screenshots.debian.net/package/cutemaze,,nan
cyphesis-cpp,0.6.2-3+b1,main,WorldForge game server,,,,,,https://tracker.debian.org/pkg/cyphesis-cpp,https://screenshots.debian.net/package/cyphesis-cpp,,nan
cyphesis-cpp-clients,0.6.2-3+b1,main,WorldForge game server - clients to control the server,,,,,,https://tracker.debian.org/pkg/cyphesis-cpp-clients,https://screenshots.debian.net/package/cyphesis-cpp-clients,0.0,addon
cyphesis-cpp-mason,0.6.2-3,main,WorldForge game server - game data for Mason,,,,,,https://tracker.debian.org/pkg/cyphesis-cpp-mason,https://screenshots.debian.net/package/cyphesis-cpp-mason,0.0,addon
cytadela,1.1.0-4,contrib,old-school first person shooter game,"old-school first person shooter game,,
Cytadela is a single player game in which the player fights against computer-controlled (AI) enemies. The goal of the game is to find six bomb parts with which the Citadel has to be blown up.,,
,,
To achieve it, the player not only has to defend himself against the enemies, but (s)he also has to solve many riddles, such as switching appropriate buttons in order to open some door, move some walls, etc.,,
,,
It's a conversion of a first person shooter Amiga game originally released in mid 1990's, first in Poland and then in other countries.,,
,,
Cytadela requires a 3D graphics card.  It uses the OpenGL and GLU libraries for 3D, and SDL and SDL_mixer for 2D, music, sounds and controllers.","role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://cytadela.sf.net/,fps,graphical,https://tracker.debian.org/pkg/cytadela,https://screenshots.debian.net/package/cytadela,,nan
d1x-rebirth,0.58.1-1+b1,non-free,port of the 1995 classic game Descent 1: First Strike,"port of the 1995 classic game Descent 1: First Strike,,
DXX-Rebirth is a Source Port of the Descent & Descent ][ Engines and provides classical Gameplay combined with OpenGL graphics and effects, a bunch of improvements and new features.,,
,,
Original game data is needed to play this game.",uitoolkit::sdl,http://www.dxx-rebirth.com,,,https://tracker.debian.org/pkg/d1x-rebirth,https://screenshots.debian.net/package/d1x-rebirth,,nan
d2x-rebirth,0.58.1-1.1,non-free,port of the 1996 classic game Descent 2: Counterstrike,"port of the 1996 classic game Descent 2: Counterstrike,,
DXX-Rebirth is a Source Port of the Descent & Descent ][ Engines and provides classical Gameplay combined with OpenGL graphics and effects, a bunch of improvements and new features.,,
,,
Original game data is needed to play this game.",uitoolkit::sdl,http://www.dxx-rebirth.com,,,https://tracker.debian.org/pkg/d2x-rebirth,https://screenshots.debian.net/package/d2x-rebirth,,nan
dangen,0.5-5,main,shoot 'em up game where accurate shooting matters,"shoot 'em up game where accurate shooting matters,,
dangen is a shoot 'em up game that attach importance to accuracy of shooting. With the combination of the cursor key and the shot button, you can shoot at your side or even at your back.  Get the bonus point by hitting the enemy without a miss.  You can choose stages of different difficulty.","hardware::input:keyboard, role::program, uitoolkit::sdl, use::gameplaying, x11::application",http://www.interq.or.jp/libra/oohara/dangen/index.html,arcade,graphical,https://tracker.debian.org/pkg/dangen,https://screenshots.debian.net/package/dangen,,nan
darkplaces,0~20180412~beta1-2+b1,main,Game engine for Quake and similar 3D first person shooter games,"Game engine for Quake and similar 3D first person shooter games,,
DarkPlaces is a graphically-intensive engine for Quake and related games, with improved visual effects and lighting and many features for mods. It can be used to play various games based on the Quake engine, such as Xonotic, Nexuiz Classic, OpenQuartz, and Quake itself.,,
,,
This is the client version of the engine, with a SDL GUI. It requires a graphics driver supporting at least OpenGL 3.2 or OpenGL ES 2.0.,,
,,
This engine isn't useful without game data: to get a playable game, install nexuiz or another suitable set of game data. It is typically used via a script that launches it with a particular data set, such as the ones found in the ""quake"" and ""nexuiz"" packages.","hardware::opengl, implemented-in::c, network::client, role::program, uitoolkit::sdl, use::gameplaying, x11::application",https://icculus.org/twilight/darkplaces/,fps,"graphical, 3d",https://tracker.debian.org/pkg/darkplaces,https://screenshots.debian.net/package/darkplaces,,nan
